,number,segment,en,de,es,fr,id,it,ja,ko,lt,lv,pl,ru,tr,th,vi
415,530879,5|x|100|+|30|+|0|x|1000|+|8|x|100|+|70|+|9,"five hundred and thirty thousand, eight hundred and seventy-nine",fünfhundertdreißigtausendachthundertneunundsiebzig,quinientos treinta mil ochocientos setenta y nueve,cinq cent trente mille huit cent soixante-dix-neuf,lima ratus tiga puluh ribu delapan ratus tujuh puluh sembilan,cinquecentotrentamilaottocentosettantanove,五十三万八百七十九,오십삼만 팔백칠십구,penki šimtai trisdešimt tūkstančių aštuoni šimtai septyniasdešimt devyni,pieci simti trīsdesmit tūkstoši astoņi simti septiņdesmit deviņi,pięćset trzydzieści tysięcy osiemset siedemdziesiąt dziewięć,пятьсот тридцать тысяч восемьсот семьдесят девять,beşyüzotuzbinsekizyüzyetmişdokuz,ห้าแสนสามหมื่นแปดร้อยเจ็ดสิบเก้า,năm trăm ba mươi nghìn tám trăm bảy mươi chín
416,300626,3|x|100|+|0|+|0|x|1000|+|6|x|100|+|20|+|6,"three hundred thousand, six hundred and twenty-six",dreihunderttausendsechshundertsechsundzwanzig,trescientos mil seiscientos veintiséis,trois cent mille six cent vingt-six,tiga ratus ribu enam ratus dua puluh enam,trecentomilaseicentoventisei,三十万六百二十六,삼십만 육백이십육,trys šimtai tūkstančių šeši šimtai dvidešimt šeši,trīs simti tūkstoši seši simti divdesmit seši,trzysta tysięcy sześćset dwadzieścia sześć,триста тысяч шестьсот двадцать шесть,üçyüzbinaltıyüzyirmialtı,สามแสนหกร้อยยี่สิบหก,ba trăm nghìn sáu trăm hai mươi sáu
417,685020,6|x|100|+|80|+|5|x|1000|+|0|x|100|+|20|+|0,six hundred and eighty-five thousand and twenty,sechshundertfünfundachtzigtausendzwanzig,seiscientos ochenta y cinco mil veinte,six cent quatre-vingt-cinq mille vingt,enam ratus delapan puluh lima ribu dua puluh,seicentottantacinquemilaventi,六十八万五千二十,육십팔만 오천이십,šeši šimtai aštuoniasdešimt penki tūkstančiai dvidešimt,seši simti astoņdesmit pieci tūkstoši divdesmit,sześćset osiemdziesiąt pięć tysięcy dwadzieścia,шестьсот восемьдесят пять тысяч двадцать,altıyüzseksenbeşbinyirmi,หกแสนแปดหมื่นห้าพันยี่สิบ,sáu trăm tám mươi lăm nghìn lẻ hai mươi
418,609834,6|x|100|+|0|+|9|x|1000|+|8|x|100|+|30|+|4,"six hundred and nine thousand, eight hundred and thirty-four",sechshundertneuntausendachthundertvierunddreißig,seiscientos nueve mil ochocientos treinta y cuatro,six cent neuf mille huit cent trente-quatre,enam ratus sembilan ribu delapan ratus tiga puluh empat,seicentonovemilaottocentotrentaquattro,六十万九千八百三十四,육십만 구천팔백삼십사,šeši šimtai devyni tūkstančiai aštuoni šimtai trisdešimt keturi,seši simti deviņi tūkstoši astoņi simti trīsdesmit četri,sześćset dziewięć tysięcy osiemset trzydzieści cztery,шестьсот девять тысяч восемьсот тридцать четыре,altıyüzdokuzbinsekizyüzotuzdört,หกแสนเก้าพันแปดร้อยสามสิบสี่,sáu trăm lẻ chín nghìn tám trăm ba mươi bốn
419,258865,2|x|100|+|50|+|8|x|1000|+|8|x|100|+|60|+|5,"two hundred and fifty-eight thousand, eight hundred and sixty-five",zweihundertachtundfünfzigtausendachthundertfünfundsechzig,doscientos cincuenta y ocho mil ochocientos sesenta y cinco,deux cent cinquante-huit mille huit cent soixante-cinq,dua ratus lima puluh delapan ribu delapan ratus enam puluh lima,duecentocinquantottomilaottocentosessantacinque,二十五万八千八百六十五,이십오만 팔천팔백육십오,du šimtai penkiasdešimt aštuoni tūkstančiai aštuoni šimtai šešiasdešimt penki,divi simti piecdesmit astoņi tūkstoši astoņi simti sešdesmit pieci,dwieście pięćdziesiąt osiem tysięcy osiemset sześćdziesiąt pięć,двести пятьдесят восемь тысяч восемьсот шестьдесят пять,ikiyüzellisekizbinsekizyüzaltmışbeş,สองแสนห้าหมื่นแปดพันแปดร้อยหกสิบห้า,hai trăm năm mươi tám nghìn tám trăm sáu mươi lăm
420,258316,2|x|100|+|50|+|8|x|1000|+|3|x|100|+|10|+|6,"two hundred and fifty-eight thousand, three hundred and sixteen",zweihundertachtundfünfzigtausenddreihundertsechzehn,doscientos cincuenta y ocho mil trescientos dieciseis,deux cent cinquante-huit mille trois cent seize,dua ratus lima puluh delapan ribu tiga ratus enam belas,duecentocinquantottomilatrecentosedici,二十五万八千三百十六,이십오만 팔천삼백십육,du šimtai penkiasdešimt aštuoni tūkstančiai trys šimtai šešiolika,divi simti piecdesmit astoņi tūkstoši trīs simti sešpadsmit,dwieście pięćdziesiąt osiem tysięcy trzysta szesnaście,двести пятьдесят восемь тысяч триста шестнадцать,ikiyüzellisekizbinüçyüzonaltı,สองแสนห้าหมื่นแปดพันสามร้อยสิบหก,hai trăm năm mươi tám nghìn ba trăm mười sáu
421,124676,1|x|100|+|20|+|4|x|1000|+|6|x|100|+|70|+|6,"one hundred and twenty-four thousand, six hundred and seventy-six",einhundertvierundzwanzigtausendsechshundertsechsundsiebzig,ciento veinticuatro mil seiscientos setenta y seis,cent vingt-quatre mille six cent soixante-seize,seratus dua puluh empat ribu enam ratus tujuh puluh enam,centoventiquattromilaseicentosettantasei,十二万四千六百七十六,십이만 사천육백칠십육,vienas šimtas dvidešimt keturi tūkstančiai šeši šimtai septyniasdešimt šeši,simts divdesmit četri tūkstoši seši simti septiņdesmit seši,sto dwadzieścia cztery tysiące sześćset siedemdziesiąt sześć,сто двадцать четыре тысячи шестьсот семьдесят шесть,yüzyirmidörtbinaltıyüzyetmişaltı,หนึ่งแสนสองหมื่นสี่พันหกร้อยเจ็ดสิบหก,một trăm hai mươi bốn nghìn sáu trăm bảy mươi sáu
422,926531,9|x|100|+|20|+|6|x|1000|+|5|x|100|+|30|+|1,"nine hundred and twenty-six thousand, five hundred and thirty-one",neunhundertsechsundzwanzigtausendfünfhunderteinunddreißig,novecientos veintiséis mil quinientos treinta y uno,neuf cent vingt-six mille cinq cent trente et un,sembilan ratus dua puluh enam ribu lima ratus tiga puluh satu,novecentoventiseimilacinquecentotrentuno,九十二万六千五百三十一,구십이만 육천오백삼십일,devyni šimtai dvidešimt šeši tūkstančiai penki šimtai trisdešimt vienas,deviņi simti divdesmit seši tūkstoši pieci simti trīsdesmit viens,dziewięćset dwadzieścia sześć tysięcy pięćset trzydzieści jeden,девятьсот двадцать шесть тысяч пятьсот тридцать один,dokuzyüzyirmialtıbinbeşyüzotuzbir,เก้าแสนสองหมื่นหกพันห้าร้อยสามสิบเอ็ด,chín trăm hai mươi sáu nghìn năm trăm ba mươi mốt
423,670661,6|x|100|+|70|+|0|x|1000|+|6|x|100|+|60|+|1,"six hundred and seventy thousand, six hundred and sixty-one",sechshundertsiebzigtausendsechshunderteinundsechzig,seiscientos setenta mil seiscientos sesenta y uno,six cent soixante-dix mille six cent soixante et un,enam ratus tujuh puluh ribu enam ratus enam puluh satu,seicentosettantamilaseicentosessantuno,六十七万六百六十一,육십칠만 육백육십일,šeši šimtai septyniasdešimt tūkstančių šeši šimtai šešiasdešimt vienas,seši simti septiņdesmit tūkstoši seši simti sešdesmit viens,sześćset siedemdziesiąt tysięcy sześćset sześćdziesiąt jeden,шестьсот семьдесят тысяч шестьсот шестьдесят один,altıyüzyetmişbinaltıyüzaltmışbir,หกแสนเจ็ดหมื่นหกร้อยหกสิบเอ็ด,sáu trăm bảy mươi nghìn sáu trăm sáu mươi mốt
424,554910,5|x|100|+|50|+|4|x|1000|+|9|x|100|+|10|+|0,"five hundred and fifty-four thousand, nine hundred and ten",fünfhundertvierundfünfzigtausendneunhundertzehn,quinientos cincuenta y cuatro mil novecientos diez,cinq cent cinquante-quatre mille neuf cent dix,lima ratus lima puluh empat ribu sembilan ratus sepuluh,cinquecentocinquantaquattromilanovecentodieci,五十五万四千九百十,오십오만 사천구백십,penki šimtai penkiasdešimt keturi tūkstančiai devyni šimtai dešimt,pieci simti piecdesmit četri tūkstoši deviņi simti desmit,pięćset pięćdziesiąt cztery tysiące dziewięćset dziesięć,пятьсот пятьдесят четыре тысячи девятьсот десять,beşyüzellidörtbindokuzyüzon,ห้าแสนห้าหมื่นสี่พันเก้าร้อยสิบ,năm trăm năm mươi bốn nghìn chín trăm mười
425,280600,2|x|100|+|80|+|0|x|1000|+|6|x|100|+|0|+|0,"two hundred and eighty thousand, six hundred",zweihundertachtzigtausendsechshundert,doscientos ochenta mil seiscientos,deux cent quatre-vingt mille six cents,dua ratus delapan puluh ribu enam ratus,duecentottantamilaseicento,二十八万六百,이십팔만 육백,du šimtai aštuoniasdešimt tūkstančių šeši šimtai,divi simti astoņdesmit tūkstoši seši simti,dwieście osiemdziesiąt tysięcy sześćset,двести восемьдесят тысяч шестьсот,ikiyüzseksenbinaltıyüz,สองแสนแปดหมื่นหกร้อย,hai trăm tám mươi nghìn sáu trăm
426,161673,1|x|100|+|60|+|1|x|1000|+|6|x|100|+|70|+|3,"one hundred and sixty-one thousand, six hundred and seventy-three",einhunderteinundsechzigtausendsechshundertdreiundsiebzig,ciento sesenta y uno mil seiscientos setenta y tres,cent soixante et un mille six cent soixante-treize,seratus enam puluh satu ribu enam ratus tujuh puluh tiga,centosessantunomilaseicentosettantatré,十六万千六百七十三,십육만 천육백칠십삼,vienas šimtas šešiasdešimt vienas tūkstantis šeši šimtai septyniasdešimt trys,simts sešdesmit viens tūkstotis seši simti septiņdesmit trīs,sto sześćdziesiąt jeden tysięcy sześćset siedemdziesiąt trzy,сто шестьдесят одна тысяча шестьсот семьдесят три,yüzaltmışbinaltıyüzyetmişüç,หนึ่งแสนหกหมื่นหนึ่งพันหกร้อยเจ็ดสิบสาม,một trăm sáu mươi mốt nghìn sáu trăm bảy mươi ba
427,512599,5|x|100|+|10|+|2|x|1000|+|5|x|100|+|90|+|9,"five hundred and twelve thousand, five hundred and ninety-nine",fünfhundertzwölftausendfünfhundertneunundneunzig,quinientos doce mil quinientos noventa y nueve,cinq cent douze mille cinq cent quatre-vingt-dix-neuf,lima ratus dua belas ribu lima ratus sembilan puluh sembilan,cinquecentododicimilacinquecentonovantanove,五十一万二千五百九十九,오십일만 이천오백구십구,penki šimtai dvylika tūkstančių penki šimtai devyniasdešimt devyni,pieci simti divpadsmit tūkstoši pieci simti deviņdesmit deviņi,pięćset dwanaście tysięcy pięćset dziewięćdzisiąt dziewięć,пятьсот двенадцать тысяч пятьсот девяносто девять,beşyüzonikibinbeşyüzdoksandokuz,ห้าแสนหนึ่งหมื่นสองพันห้าร้อยเก้าสิบเก้า,năm trăm mười hai nghìn năm trăm chín mươi chín
428,718025,7|x|100|+|10|+|8|x|1000|+|0|x|100|+|20|+|5,seven hundred and eighteen thousand and twenty-five,siebenhundertachtzehntausendfünfundzwanzig,setecientos dieciocho mil veinticinco,sept cent dix-huit mille vingt-cinq,tujuh ratus delapan belas ribu dua puluh lima,settecentodicottomilaventicinque,七十一万八千二十五,칠십일만 팔천이십오,septyni šimtai aštuoniolika tūkstančių dvidešimt penki,septiņi simti astoņpadsmit tūkstoši divdesmit pieci,siedemset osiemnaście tysięcy dwadzieścia pięć,семьсот восемнадцать тысяч двадцать пять,yediyüzonsekizbinyirmibeş,เจ็ดแสนหนึ่งหมื่นแปดพันยี่สิบห้า,bảy trăm mười tám nghìn lẻ hai mươi lăm
429,196479,1|x|100|+|90|+|6|x|1000|+|4|x|100|+|70|+|9,"one hundred and ninety-six thousand, four hundred and seventy-nine",einhundertsechsundneunzigtausendvierhundertneunundsiebzig,ciento noventa y seis mil cuatrocientos setenta y nueve,cent quatre-vingt-seize mille quatre cent soixante-dix-neuf,seratus sembilan puluh enam ribu empat ratus tujuh puluh sembilan,centonovantaseimilaquattrocentosettantanove,十九万六千四百七十九,십구만 육천사백칠십구,vienas šimtas devyniasdešimt šeši tūkstančiai keturi šimtai septyniasdešimt devyni,simts deviņdesmit seši tūkstoši četri simti septiņdesmit deviņi,sto dziewięćdzisiąt sześć tysięcy czterysta siedemdziesiąt dziewięć,сто девяносто шесть тысяч четыреста семьдесят девять,yüzdoksanaltıbindörtyüzyetmişdokuz,หนึ่งแสนเก้าหมื่นหกพันสี่ร้อยเจ็ดสิบเก้า,một trăm chín mươi sáu nghìn bốn trăm bảy mươi chín
430,802908,8|x|100|+|0|+|2|x|1000|+|9|x|100|+|0|+|8,"eight hundred and two thousand, nine hundred and eight",achthundertzweitausendneunhundertacht,ochocientos dos mil novecientos ocho,huit cent deux mille neuf cent huit,delapan ratus dua ribu sembilan ratus delapan,ottocentoduemilanovecentotto,八十万二千九百八,팔십만 이천구백팔,aštuoni šimtai du tūkstančiai devyni šimtai aštuoni,astoņi simti divi tūkstoši deviņi simti astoņi,osiemset dwa tysiące dziewięćset osiem,восемьсот две тысячи девятьсот восемь,sekizyüzikibindokuzyüzsekiz,แปดแสนสองพันเก้าร้อยแปด,tám trăm lẻ hai nghìn chín trăm lẻ tám
431,137448,1|x|100|+|30|+|7|x|1000|+|4|x|100|+|40|+|8,"one hundred and thirty-seven thousand, four hundred and forty-eight",einhundertsiebenunddreißigtausendvierhundertachtundvierzig,ciento treinta y siete mil cuatrocientos cuarenta y ocho,cent trente-sept mille quatre cent quarante-huit,seratus tiga puluh tujuh ribu empat ratus empat puluh delapan,centotrentasettemilaquattrocentoquarantotto,十三万七千四百四十八,십삼만 칠천사백사십팔,vienas šimtas trisdešimt septyni tūkstančiai keturi šimtai keturiasdešimt aštuoni,simts trīsdesmit septiņi tūkstoši četri simti četrdesmit astoņi,sto trzydzieści siedem tysięcy czterysta czterdzieści osiem,сто тридцать семь тысяч четыреста сорок восемь,yüzotuzyedibindörtyüzkırksekiz,หนึ่งแสนสามหมื่นเจ็ดพันสี่ร้อยสี่สิบแปด,một trăm ba mươi bảy nghìn bốn trăm bốn mươi tám
