,number,segment,en,de,es,fr,id,it,ja,ko,lt,lv,pl,ru,tr,th,vi
439,462184,4|x|100|+|60|+|2|x|1000|+|1|x|100|+|80|+|4,"six hundred and ninety thousand, eight hundred and seventy-one",sechshundertneunzigtausendachthunderteinundsiebzig,seiscientos noventa mil ochocientos setenta y uno,six cent quatre-vingt-dix mille huit cent soixante et onze,enam ratus sembilan puluh ribu delapan ratus tujuh puluh satu,seicentonovantamilaottocentosettantuno,六十九万八百七十一,육십구만 팔백칠십일,šeši šimtai devyniasdešimt tūkstančių aštuoni šimtai septyniasdešimt vienas,seši simti deviņdesmit tūkstoši astoņi simti septiņdesmit viens,sześćset dziewięćdzisiąt tysięcy osiemset siedemdziesiąt jeden,шестьсот девяносто тысяч восемьсот семьдесят один,altıyüzdoksanbinsekizyüzyetmişbir,หกแสนเก้าหมื่นแปดร้อยเจ็ดสิบเอ็ด,sáu trăm chín mươi nghìn tám trăm bảy mươi mốt
440,197046,1|x|100|+|90|+|7|x|1000|+|0|x|100|+|40|+|6,"three hundred and seventy-three thousand, seven hundred and forty-seven",dreihundertdreiundsiebzigtausendsiebenhundertsiebenundvierzig,trescientos setenta y tres mil setecientos cuarenta y siete,trois cent soixante-treize mille sept cent quarante-sept,tiga ratus tujuh puluh tiga ribu tujuh ratus empat puluh tujuh,trecentosettantatremilasettecentoquarantasette,三十七万三千七百四十七,삼십칠만 삼천칠백사십칠,trys šimtai septyniasdešimt trys tūkstančiai septyni šimtai keturiasdešimt septyni,trīs simti septiņdesmit trīs tūkstoši septiņi simti četrdesmit septiņi,trzysta siedemdziesiąt trzy tysiące siedemset czterdzieści siedem,триста семьдесят три тысячи семьсот сорок семь,üçyüzyetmişüçbinyediyüzkırkyedi,สามแสนเจ็ดหมื่นสามพันเจ็ดร้อยสี่สิบเจ็ด,ba trăm bảy mươi ba nghìn bảy trăm bốn mươi bảy
441,553798,5|x|100|+|50|+|3|x|1000|+|7|x|100|+|90|+|8,"five hundred and ten thousand, one hundred and four",fünfhundertzehntausendeinhundertvier,quinientos diez mil ciento cuatro,cinq cent dix mille cent quatre,lima ratus sepuluh ribu seratus empat,cinquecentodiecimilacentoquattro,五十一万百四,오십일만 백사,penki šimtai dešimt tūkstančių vienas šimtas keturi,pieci simti desmit tūkstoši simtu četri,pięćset dziesięć tysięcy sto cztery,пятьсот десять тысяч сто четыре,beşyüzonbinyüzdört,ห้าแสนหนึ่งหมื่นหนึ่งร้อยสี่,năm trăm mười nghìn một trăm lẻ bốn
442,169751,1|x|100|+|60|+|9|x|1000|+|7|x|100|+|50|+|1,"five hundred and fifty-eight thousand, nine hundred and twenty",fünfhundertachtundfünfzigtausendneunhundertzwanzig,quinientos cincuenta y ocho mil novecientos veinte,cinq cent cinquante-huit mille neuf cent vingt,lima ratus lima puluh delapan ribu sembilan ratus dua puluh,cinquecentocinquantottomilanovecentoventi,五十五万八千九百二十,오십오만 팔천구백이십,penki šimtai penkiasdešimt aštuoni tūkstančiai devyni šimtai dvidešimt,pieci simti piecdesmit astoņi tūkstoši deviņi simti divdesmit,pięćset pięćdziesiąt osiem tysięcy dziewięćset dwadzieścia,пятьсот пятьдесят восемь тысяч девятьсот двадцать,beşyüzellisekizbindokuzyüzyirmi,ห้าแสนห้าหมื่นแปดพันเก้าร้อยยี่สิบ,năm trăm năm mươi tám nghìn chín trăm hai mươi
443,996994,9|x|100|+|90|+|6|x|1000|+|9|x|100|+|90|+|4,"one hundred and ninety-seven thousand, five hundred and fifteen",einhundertsiebenundneunzigtausendfünfhundertfünfzehn,ciento noventa y siete mil quinientos quince,cent quatre-vingt-dix-sept mille cinq cent quinze,seratus sembilan puluh tujuh ribu lima ratus lima belas,centonovantasettemilacinquecentoquindici,十九万七千五百十五,십구만 칠천오백십오,vienas šimtas devyniasdešimt septyni tūkstančiai penki šimtai penkiolika,simts deviņdesmit septiņi tūkstoši pieci simti piecpadsmit,sto dziewięćdzisiąt siedem tysięcy pięćset piętnaście,сто девяносто семь тысяч пятьсот пятнадцать,yüzdoksanyedibinbeşyüzonbeş,หนึ่งแสนเก้าหมื่นเจ็ดพันห้าร้อยสิบห้า,một trăm chín mươi bảy nghìn năm trăm mười lăm
444,962045,9|x|100|+|60|+|2|x|1000|+|0|x|100|+|40|+|5,"one hundred and thirty-seven thousand, five hundred and forty-eight",einhundertsiebenunddreißigtausendfünfhundertachtundvierzig,ciento treinta y siete mil quinientos cuarenta y ocho,cent trente-sept mille cinq cent quarante-huit,seratus tiga puluh tujuh ribu lima ratus empat puluh delapan,centotrentasettemilacinquecentoquarantotto,十三万七千五百四十八,십삼만 칠천오백사십팔,vienas šimtas trisdešimt septyni tūkstančiai penki šimtai keturiasdešimt aštuoni,simts trīsdesmit septiņi tūkstoši pieci simti četrdesmit astoņi,sto trzydzieści siedem tysięcy pięćset czterdzieści osiem,сто тридцать семь тысяч пятьсот сорок восемь,yüzotuzyedibinbeşyüzkırksekiz,หนึ่งแสนสามหมื่นเจ็ดพันห้าร้อยสี่สิบแปด,một trăm ba mươi bảy nghìn năm trăm bốn mươi tám
445,177465,1|x|100|+|70|+|7|x|1000|+|4|x|100|+|60|+|5,"two hundred and fifty-one thousand, six hundred and fifty-three",zweihunderteinundfünfzigtausendsechshundertdreiundfünfzig,doscientos cincuenta y uno mil seiscientos cincuenta y tres,deux cent cinquante et un mille six cent cinquante-trois,dua ratus lima puluh satu ribu enam ratus lima puluh tiga,duecentocinquantunomilaseicentocinquantatré,二十五万千六百五十三,이십오만 천육백오십삼,du šimtai penkiasdešimt vienas tūkstantis šeši šimtai penkiasdešimt trys,divi simti piecdesmit viens tūkstotis seši simti piecdesmit trīs,dwieście pięćdziesiąt jeden tysięcy sześćset pięćdziesiąt trzy,двести пятьдесят одна тысяча шестьсот пятьдесят три,ikiyüzellibinaltıyüzelliüç,สองแสนห้าหมื่นหนึ่งพันหกร้อยห้าสิบสาม,hai trăm năm mươi mốt nghìn sáu trăm năm mươi ba
446,435506,4|x|100|+|30|+|5|x|1000|+|5|x|100|+|0|+|6,"three hundred and seventy-two thousand, eight hundred and twenty-five",dreihundertzweiundsiebzigtausendachthundertfünfundzwanzig,trescientos setenta y dos mil ochocientos veinticinco,trois cent soixante-douze mille huit cent vingt-cinq,tiga ratus tujuh puluh dua ribu delapan ratus dua puluh lima,trecentosettantaduemilaottocentoventicinque,三十七万二千八百二十五,삼십칠만 이천팔백이십오,trys šimtai septyniasdešimt du tūkstančiai aštuoni šimtai dvidešimt penki,trīs simti septiņdesmit divi tūkstoši astoņi simti divdesmit pieci,trzysta siedemdziesiąt dwa tysiące osiemset dwadzieścia pięć,триста семьдесят две тысячи восемьсот двадцать пять,üçyüzyetmişikibinsekizyüzyirmibeş,สามแสนเจ็ดหมื่นสองพันแปดร้อยยี่สิบห้า,ba trăm bảy mươi hai nghìn tám trăm hai mươi lăm
447,661978,6|x|100|+|60|+|1|x|1000|+|9|x|100|+|70|+|8,"one hundred and six thousand, eight hundred and seventy-seven",einhundertsechstausendachthundertsiebenundsiebzig,ciento seis mil ochocientos setenta y siete,cent six mille huit cent soixante-dix-sept,seratus enam ribu delapan ratus tujuh puluh tujuh,centoseimilaottocentosettantasette,十万六千八百七十七,십만 육천팔백칠십칠,vienas šimtas šeši tūkstančiai aštuoni šimtai septyniasdešimt septyni,simtu seši tūkstoši astoņi simti septiņdesmit septiņi,sto sześć tysięcy osiemset siedemdziesiąt siedem,сто шесть тысяч восемьсот семьдесят семь,yüzaltıbinsekizyüzyetmişyedi,หนึ่งแสนหกพันแปดร้อยเจ็ดสิบเจ็ด,một trăm lẻ sáu nghìn tám trăm bảy mươi bảy
448,965152,9|x|100|+|60|+|5|x|1000|+|1|x|100|+|50|+|2,two hundred and seventy-nine thousand and eleven,zweihundertneunundsiebzigtausendelf,doscientos setenta y nueve mil once,deux cent soixante-dix-neuf mille onze,dua ratus tujuh puluh sembilan ribu sebelas,duecentosettantanovemilaundici,二十七万九千十一,이십칠만 구천십일,du šimtai septyniasdešimt devyni tūkstančiai vienuolika,divi simti septiņdesmit deviņi tūkstoši vienpadsmit,dwieście siedemdziesiąt dziewięć tysięcy jedenaście,двести семьдесят девять тысяч одиннадцать,ikiyüzyetmişdokuzbinonbir,สองแสนเจ็ดหมื่นเก้าพันสิบเอ็ด,hai trăm bảy mươi chín nghìn lẻ mười một
449,769039,7|x|100|+|60|+|9|x|1000|+|0|x|100|+|30|+|9,"three hundred and fifty-two thousand, two hundred and twenty-eight",dreihundertzweiundfünfzigtausendzweihundertachtundzwanzig,trescientos cincuenta y dos mil doscientos veintiocho,trois cent cinquante-deux mille deux cent vingt-huit,tiga ratus lima puluh dua ribu dua ratus dua puluh delapan,trecentocinquantaduemiladuecentoventotto,三十五万二千二百二十八,삼십오만 이천이백이십팔,trys šimtai penkiasdešimt du tūkstančiai du šimtai dvidešimt aštuoni,trīs simti piecdesmit divi tūkstoši divi simti divdesmit astoņi,trzysta pięćdziesiąt dwa tysiące dwieście dwadzieścia osiem,триста пятьдесят две тысячи двести двадцать восемь,üçyüzelliikibinikiyüzyirmisekiz,สามแสนห้าหมื่นสองพันสองร้อยยี่สิบแปด,ba trăm năm mươi hai nghìn hai trăm hai mươi tám
450,533065,5|x|100|+|30|+|3|x|1000|+|0|x|100|+|60|+|5,"one hundred and thirty-eight thousand, six hundred",einhundertachtunddreißigtausendsechshundert,ciento treinta y ocho mil seiscientos,cent trente-huit mille six cents,seratus tiga puluh delapan ribu enam ratus,centotrentottomilaseicento,十三万八千六百,십삼만 팔천육백,vienas šimtas trisdešimt aštuoni tūkstančiai šeši šimtai,simts trīsdesmit astoņi tūkstoši seši simti,sto trzydzieści osiem tysięcy sześćset,сто тридцать восемь тысяч шестьсот,yüzotuzsekizbinaltıyüz,หนึ่งแสนสามหมื่นแปดพันหกร้อย,một trăm ba mươi tám nghìn sáu trăm
451,952425,9|x|100|+|50|+|2|x|1000|+|4|x|100|+|20|+|5,"nine hundred and sixty-four thousand, eight hundred and ninety-seven",neunhundertvierundsechzigtausendachthundertsiebenundneunzig,novecientos sesenta y cuatro mil ochocientos noventa y siete,neuf cent soixante-quatre mille huit cent quatre-vingt-dix-sept,sembilan ratus enam puluh empat ribu delapan ratus sembilan puluh tujuh,novecentosessantaquattromilaottocentonovantasette,九十六万四千八百九十七,구십육만 사천팔백구십칠,devyni šimtai šešiasdešimt keturi tūkstančiai aštuoni šimtai devyniasdešimt septyni,deviņi simti sešdesmit četri tūkstoši astoņi simti deviņdesmit septiņi,dziewięćset sześćdziesiąt cztery tysiące osiemset dziewięćdzisiąt siedem,девятьсот шестьдесят четыре тысячи восемьсот девяносто семь,dokuzyüzaltmışdörtbinsekizyüzdoksanyedi,เก้าแสนหกหมื่นสี่พันแปดร้อยเก้าสิบเจ็ด,chín trăm sáu mươi bốn nghìn tám trăm chín mươi bảy
452,910975,9|x|100|+|10|+|0|x|1000|+|9|x|100|+|70|+|5,"four hundred and seventy-two thousand, four hundred and thirty-six",vierhundertzweiundsiebzigtausendvierhundertsechsunddreißig,cuatrocientos setenta y dos mil cuatrocientos treinta y seis,quatre cent soixante-douze mille quatre cent trente-six,empat ratus tujuh puluh dua ribu empat ratus tiga puluh enam,quattrocentosettantaduemilaquattrocentotrentasei,四十七万二千四百三十六,사십칠만 이천사백삼십육,keturi šimtai septyniasdešimt du tūkstančiai keturi šimtai trisdešimt šeši,četri simti septiņdesmit divi tūkstoši četri simti trīsdesmit seši,czterysta siedemdziesiąt dwa tysiące czterysta trzydzieści sześć,четыреста семьдесят две тысячи четыреста тридцать шесть,dörtyüzyetmişikibindörtyüzotuzaltı,สี่แสนเจ็ดหมื่นสองพันสี่ร้อยสามสิบหก,bốn trăm bảy mươi hai nghìn bốn trăm ba mươi sáu
453,935407,9|x|100|+|30|+|5|x|1000|+|4|x|100|+|0|+|7,"one hundred and seventy thousand, five hundred and seventy",einhundertsiebzigtausendfünfhundertsiebzig,ciento setenta mil quinientos setenta,cent soixante-dix mille cinq cent soixante-dix,seratus tujuh puluh ribu lima ratus tujuh puluh,centosettantamilacinquecentosettanta,十七万五百七十,십칠만 오백칠십,vienas šimtas septyniasdešimt tūkstančių penki šimtai septyniasdešimt,simts septiņdesmit tūkstoši pieci simti septiņdesmit,sto siedemdziesiąt tysięcy pięćset siedemdziesiąt,сто семьдесят тысяч пятьсот семьдесят,yüzyetmişbinbeşyüzyetmiş,หนึ่งแสนเจ็ดหมื่นห้าร้อยเจ็ดสิบ,một trăm bảy mươi nghìn năm trăm bảy mươi
454,789835,7|x|100|+|80|+|9|x|1000|+|8|x|100|+|30|+|5,"four hundred and fifty thousand, nine hundred and twenty-four",vierhundertfünfzigtausendneunhundertvierundzwanzig,cuatrocientos cincuenta mil novecientos veinticuatro,quatre cent cinquante mille neuf cent vingt-quatre,empat ratus lima puluh ribu sembilan ratus dua puluh empat,quattrocentocinquantamilanovecentoventiquattro,四十五万九百二十四,사십오만 구백이십사,keturi šimtai penkiasdešimt tūkstančių devyni šimtai dvidešimt keturi,četri simti piecdesmit tūkstoši deviņi simti divdesmit četri,czterysta pięćdziesiąt tysięcy dziewięćset dwadzieścia cztery,четыреста пятьдесят тысяч девятьсот двадцать четыре,dörtyüzellibindokuzyüzyirmidört,สี่แสนห้าหมื่นเก้าร้อยยี่สิบสี่,bốn trăm năm mươi nghìn chín trăm hai mươi bốn
